symbol,exchange,company_name,date,stock_price_close,option_symbol,option_expiration,strike,call/put,style,ask,bid,mean_price,settlement,iv,volume,open_interest,stock_price_for_iv,forward_price,isinterpolated,delta,vega,gamma,theta,rho
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00500000,1/21/11,500,C,E,770.6,766.2,768.4,0,0.448957,0,4365,1271.87,1270.724,*,0.999032,0,0,0,0.242691
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00500000,1/21/11,500,P,E,0.05,0,0,0,0.448957,0,5128,1271.87,1270.724,*,0,0,0,0,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00550000,1/21/11,550,C,E,720.6,716.2,718.4,0,0.448957,0,0,1271.87,1270.724,*,0.999032,0,0,0,0.266961
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00550000,1/21/11,550,P,E,0.05,0,0,0,0.448957,0,35,1271.87,1270.724,*,0,0,0,0,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00600000,1/21/11,600,C,E,670.6,666.2,668.4,0,0.448957,0,1,1271.87,1270.724,*,0.999032,0,0,0,0.29123
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00600000,1/21/11,600,P,E,0.05,0,0,0,0.448957,0,3777,1271.87,1270.724,*,0,0,0,0,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00650000,1/21/11,650,C,E,620.6,616.2,618.4,0,0.448957,0,3,1271.87,1270.724,*,0.999032,0,0,0,0.315499
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00650000,1/21/11,650,P,E,0.05,0,0,0,0.448957,0,26389,1271.87,1270.724,*,0,0,0,0,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00675000,1/21/11,675,C,E,595.6,591.2,593.4,0,0.448957,0,0,1271.87,1270.724,*,0.999032,0,0,0,0.327633
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00675000,1/21/11,675,P,E,0.05,0,0,0,0.448957,0,463,1271.87,1270.724,*,0,0,0,0,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00700000,1/21/11,700,C,E,570.6,566.2,568.4,0,0.448957,0,0,1271.87,1270.724,*,0.999032,0,0,0,0.339768
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00700000,1/21/11,700,P,E,0.05,0,0,0,0.448957,0,38122,1271.87,1270.724,*,0,0,0,0,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00720000,1/21/11,720,C,E,550.6,546.3,548.45,0,0.448957,0,0,1271.87,1270.724,*,0.999032,0,0,0,0.349476
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00720000,1/21/11,720,P,E,0.05,0,0,0,0.448957,0,10,1271.87,1270.724,*,0,0,0,0,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00725000,1/21/11,725,C,E,545.6,541.3,543.45,0,0.448957,0,0,1271.87,1270.724,*,0.999032,0,0,0,0.351903
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00725000,1/21/11,725,P,E,0.05,0,0,0,0.448957,0,776,1271.87,1270.724,*,0,0,0,0,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00740000,1/21/11,740,C,E,530.6,526.3,528.45,0,0.448957,0,0,1271.87,1270.724,*,0.999032,0,0,0,0.359183
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00740000,1/21/11,740,P,E,0.05,0,0,0,0.448957,0,168,1271.87,1270.724,*,0,0,0,0,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00750000,1/21/11,750,C,E,520.6,516.3,518.45,0,0.448957,0,1000,1271.87,1270.724,*,0.999032,0.000001,0,0,0.364037
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00750000,1/21/11,750,P,E,0.05,0,0,0,0.448957,0,32444,1271.87,1270.724,*,0,0.000001,0,-0.000001,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00760000,1/21/11,760,C,E,510.6,506.3,508.45,0,0.448957,0,0,1271.87,1270.724,*,0.999032,0.000001,0,0,0.368891
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00760000,1/21/11,760,P,E,0.05,0,0,0,0.448957,0,323,1271.87,1270.724,*,0,0.000001,0,-0.000001,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00765000,1/21/11,765,C,E,505.6,501.3,503.45,0,0.448957,0,0,1271.87,1270.724,*,0.999032,0.000002,0,0,0.371318
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00765000,1/21/11,765,P,E,0.05,0,0,0,0.448957,0,100,1271.87,1270.724,*,0,0.000002,0,-0.000002,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00770000,1/21/11,770,C,E,500.6,496.3,498.45,0,0.448957,0,0,1271.87,1270.724,*,0.999032,0.000002,0,0,0.373745
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00770000,1/21/11,770,P,E,0.05,0,0,0,0.448957,0,0,1271.87,1270.724,*,0,0.000002,0,-0.000003,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00775000,1/21/11,775,C,E,495.6,491.3,493.45,0,0.448957,0,0,1271.87,1270.724,*,0.999032,0.000003,0,0,0.376172
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00775000,1/21/11,775,P,E,0.05,0,0,0,0.448957,0,10247,1271.87,1270.724,*,0,0.000003,0,-0.000004,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00780000,1/21/11,780,C,E,490.6,486.3,488.45,0,0.448957,0,0,1271.87,1270.724,*,0.999031,0.000005,0,0,0.378598
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00780000,1/21/11,780,P,E,0.05,0,0,0,0.448957,0,1675,1271.87,1270.724,*,0,0.000005,0,-0.000006,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00785000,1/21/11,785,C,E,485.6,481.3,483.45,0,0.448957,0,0,1271.87,1270.724,*,0.999031,0.000006,0,0,0.381025
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00785000,1/21/11,785,P,E,0.05,0,0,0,0.448957,0,1375,1271.87,1270.724,*,0,0.000006,0,-0.000008,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00790000,1/21/11,790,C,E,480.6,476.3,478.45,0,0.448957,0,0,1271.87,1270.724,*,0.999031,0.000008,0,0,0.383452
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00790000,1/21/11,790,P,E,0.05,0,0,0,0.448957,0,1371,1271.87,1270.724,*,-0.000001,0.000008,0,-0.000011,0
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00795000,1/21/11,795,C,E,475.6,471.3,473.45,0,0.448957,0,0,1271.87,1270.724,*,0.999031,0.000012,0,0,0.385879
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00795000,1/21/11,795,P,E,0.05,0,0,0,0.448957,0,1366,1271.87,1270.724,*,-0.000001,0.000012,0,-0.000015,-0.000001
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00800000,1/21/11,800,C,E,470.6,466.3,468.45,0,0.448957,0,3,1271.87,1270.724,*,0.999031,0.000016,0,0,0.388306
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00800000,1/21/11,800,P,E,0.05,0,0,0,0.448957,0,47132,1271.87,1270.724,*,-0.000001,0.000016,0,-0.00002,-0.000001
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00805000,1/21/11,805,C,E,465.6,461.3,463.45,0,0.448957,0,0,1271.87,1270.724,*,0.99903,0.000021,0,0,0.390732
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00805000,1/21/11,805,P,E,0.05,0,0,0,0.448957,0,3042,1271.87,1270.724,*,-0.000002,0.000021,0,-0.000027,-0.000001
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00810000,1/21/11,810,C,E,460.6,456.3,458.45,0,0.448957,0,0,1271.87,1270.724,*,0.99903,0.000028,0,0,0.393159
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00810000,1/21/11,810,P,E,0.05,0,0,0,0.448957,0,3007,1271.87,1270.724,*,-0.000002,0.000028,0,-0.000036,-0.000001
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00815000,1/21/11,815,C,E,455.6,451.3,453.45,0,0.448957,0,0,1271.87,1270.724,*,0.999029,0.000037,0,0,0.395585
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00815000,1/21/11,815,P,E,0.05,0,0,0,0.448957,0,2982,1271.87,1270.724,*,-0.000003,0.000037,0,-0.000047,-0.000002
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00820000,1/21/11,820,C,E,450.6,446.3,448.45,0,0.448957,0,0,1271.87,1270.724,*,0.999028,0.000049,0,0,0.398012
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00820000,1/21/11,820,P,E,0.05,0,0,0,0.448957,0,5306,1271.87,1270.724,*,-0.000004,0.000049,0,-0.000063,-0.000002
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00825000,1/21/11,825,C,E,445.6,441.3,443.45,0,0.448957,0,56,1271.87,1270.724,*,0.999027,0.000065,0,0,0.400438
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00825000,1/21/11,825,P,E,0.05,0,0,0,0.448957,0,10870,1271.87,1270.724,*,-0.000005,0.000065,0,-0.000082,-0.000003
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00830000,1/21/11,830,C,E,440.6,436.3,438.45,0,0.448957,0,0,1271.87,1270.724,*,0.999025,0.000085,0,0,0.402864
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00830000,1/21/11,830,P,E,0.05,0,0,0,0.448957,0,3443,1271.87,1270.724,*,-0.000007,0.000085,0,-0.000108,-0.000004
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00835000,1/21/11,835,C,E,435.6,431.3,433.45,0,0.448957,0,0,1271.87,1270.724,*,0.999023,0.00011,0,0,0.405289
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00835000,1/21/11,835,P,E,0.05,0,0,0,0.448957,0,3144,1271.87,1270.724,*,-0.000009,0.00011,0,-0.00014,-0.000006
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00840000,1/21/11,840,C,E,430.6,426.3,428.45,0,0.448957,0,0,1271.87,1270.724,*,0.99902,0.000143,0,0,0.407714
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00840000,1/21/11,840,P,E,0.05,0,0,0,0.448957,0,3366,1271.87,1270.724,*,-0.000011,0.000143,0,-0.000181,-0.000007
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00845000,1/21/11,845,C,E,425.6,421.3,423.45,0,0.448957,0,0,1271.87,1270.724,*,0.999017,0.000183,0.000001,0,0.410139
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00845000,1/21/11,845,P,E,0.05,0,0,0,0.448957,0,2994,1271.87,1270.724,*,-0.000015,0.000183,0.000001,-0.000233,-0.000009
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00850000,1/21/11,850,C,E,420.6,416.3,418.45,0,0.448957,0,45,1271.87,1270.724,*,0.999012,0.000235,0.000001,0,0.412563
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00850000,1/21/11,850,P,E,0.05,0,0,0,0.448957,13,35706,1271.87,1270.724,*,-0.000019,0.000235,0.000001,-0.000299,-0.000012
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00855000,1/21/11,855,C,E,415.6,411.3,413.45,0,0.448957,0,200,1271.87,1270.724,*,0.999007,0.000299,0.000001,0,0.414987
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00855000,1/21/11,855,P,E,0.05,0,0,0,0.448957,0,2482,1271.87,1270.724,*,-0.000025,0.000299,0.000001,-0.000381,-0.000016
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00860000,1/21/11,860,C,E,410.6,406.3,408.45,0,0.448957,0,0,1271.87,1270.724,*,0.999,0.000379,0.000001,0,0.417409
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00860000,1/21/11,860,P,E,0.05,0,0,0,0.448957,4,2780,1271.87,1270.724,*,-0.000032,0.000379,0.000001,-0.000483,-0.00002
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00865000,1/21/11,865,C,E,405.6,401.3,403.45,0,0.448957,0,0,1271.87,1270.724,*,0.998991,0.000479,0.000001,0,0.41983
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00865000,1/21/11,865,P,E,0.1,0,0,0,0.448957,10,2069,1271.87,1270.724,*,-0.000041,0.000479,0.000001,-0.000609,-0.000026
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00870000,1/21/11,870,C,E,400.6,396.3,398.45,0,0.448957,0,0,1271.87,1270.724,*,0.99898,0.000601,0.000002,0,0.42225
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00870000,1/21/11,870,P,E,0.1,0,0,0,0.448957,10,2045,1271.87,1270.724,*,-0.000052,0.000601,0.000002,-0.000765,-0.000033
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00875000,1/21/11,875,C,E,395.6,391.3,393.45,0,0.448957,0,0,1271.87,1270.724,*,0.998966,0.000751,0.000002,0,0.424668
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00875000,1/21/11,875,P,E,0.05,0,0,0,0.448957,6,12132,1271.87,1270.724,*,-0.000066,0.000751,0.000002,-0.000956,-0.000042
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00880000,1/21/11,880,C,E,390.6,386.3,388.45,0,0.448957,0,0,1271.87,1270.724,*,0.998948,0.000935,0.000003,0,0.427084
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00880000,1/21/11,880,P,E,0.1,0,0,0,0.448957,10,8875,1271.87,1270.724,*,-0.000083,0.000935,0.000003,-0.001189,-0.000053
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00885000,1/21/11,885,C,E,385.7,381.3,383.5,0,0.448957,0,0,1271.87,1270.724,*,0.998927,0.001158,0.000003,0,0.429498
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00885000,1/21/11,885,P,E,0.1,0,0,0,0.448957,10,2837,1271.87,1270.724,*,-0.000105,0.001158,0.000003,-0.001473,-0.000066
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00890000,1/21/11,890,C,E,380.7,376.3,378.5,0,0.448957,0,0,1271.87,1270.724,*,0.998901,0.001428,0.000004,0,0.431908
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00890000,1/21/11,890,P,E,0.1,0,0,0,0.448957,10,2467,1271.87,1270.724,*,-0.000131,0.001428,0.000004,-0.001817,-0.000083
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00895000,1/21/11,895,C,E,375.7,371.3,373.5,0,0.448957,0,0,1271.87,1270.724,*,0.998869,0.001753,0.000005,0,0.434315
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00895000,1/21/11,895,P,E,0.1,0,0,0,0.448957,10,2055,1271.87,1270.724,*,-0.000163,0.001753,0.000005,-0.002231,-0.000103
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00900000,1/21/11,900,C,E,370.7,366.3,368.5,0,0.448957,0,16,1271.87,1270.724,*,0.99883,0.002143,0.000006,0,0.436717
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00900000,1/21/11,900,P,E,0.05,0,0,0,0.448957,124,48683,1271.87,1270.724,*,-0.000202,0.002143,0.000006,-0.002727,-0.000128
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00905000,1/21/11,905,C,E,365.7,361.3,363.5,0,0.448957,0,0,1271.87,1270.724,*,0.998782,0.002608,0.000007,0,0.439114
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00905000,1/21/11,905,P,E,0.1,0,0,0,0.448957,0,2341,1271.87,1270.724,*,-0.000249,0.002608,0.000007,-0.003319,-0.000158
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00910000,1/21/11,910,C,E,360.7,356.3,358.5,0,0.448957,0,0,1271.87,1270.724,*,0.998725,0.003161,0.000009,0,0.441504
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00910000,1/21/11,910,P,E,0.1,0,0,0,0.448957,0,2293,1271.87,1270.724,*,-0.000306,0.003161,0.000009,-0.004024,-0.000194
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00915000,1/21/11,915,C,E,355.7,351.3,353.5,0,0.448957,0,0,1271.87,1270.724,*,0.998657,0.003816,0.000011,0,0.443888
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00915000,1/21/11,915,P,E,0.1,0,0,0,0.448957,0,2100,1271.87,1270.724,*,-0.000375,0.003816,0.000011,-0.004857,-0.000238
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00920000,1/21/11,920,C,E,350.7,346.3,348.5,0,0.448957,0,0,1271.87,1270.724,*,0.998574,0.004588,0.000013,0,0.446262
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00920000,1/21/11,920,P,E,0.1,0,0,0,0.448957,0,6481,1271.87,1270.724,*,-0.000458,0.004588,0.000013,-0.00584,-0.00029
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00925000,1/21/11,925,C,E,345.7,341.3,343.5,0,0.448957,0,113,1271.87,1270.724,*,0.998476,0.005493,0.000016,0,0.448627
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00925000,1/21/11,925,P,E,0.1,0,0,0,0.448957,1701,20816,1271.87,1270.724,*,-0.000556,0.005493,0.000016,-0.006993,-0.000353
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00930000,1/21/11,930,C,E,340.7,336.3,338.5,0,0.448957,0,0,1271.87,1270.724,*,0.998359,0.006552,0.000019,0,0.450979
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00930000,1/21/11,930,P,E,0.1,0,0,0,0.448957,11,2144,1271.87,1270.724,*,-0.000673,0.006552,0.000019,-0.008341,-0.000427
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00935000,1/21/11,935,C,E,335.7,331.3,333.5,0,0.448957,0,0,1271.87,1270.724,*,0.998221,0.007784,0.000022,0,0.453318
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00935000,1/21/11,935,P,E,0.1,0.05,0.075,0,0.448957,0,2664,1271.87,1270.724,*,-0.000811,0.007784,0.000022,-0.00991,-0.000515
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00940000,1/21/11,940,C,E,330.7,326.3,328.5,0,0.448957,0,0,1271.87,1270.724,*,0.998057,0.009212,0.000026,0,0.455642
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00940000,1/21/11,940,P,E,0.25,0.05,0.15,0,0.448957,0,6972,1271.87,1270.724,*,-0.000974,0.009212,0.000026,-0.011729,-0.000618
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00945000,1/21/11,945,C,E,325.7,321.3,323.5,0,0.448957,0,30,1271.87,1270.724,*,0.997866,0.010861,0.000031,0,0.457947
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00945000,1/21/11,945,P,E,0.25,0.05,0.15,0,0.448957,0,2106,1271.87,1270.724,*,-0.001166,0.010861,0.000031,-0.01383,-0.00074
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00950000,1/21/11,950,C,E,320.7,316.4,318.55,0,0.448957,0,115,1271.87,1270.724,*,0.997641,0.012758,0.000036,0,0.460231
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00950000,1/21/11,950,P,E,0.1,0.05,0.075,0,0.448957,230,47331,1271.87,1270.724,*,-0.00139,0.012758,0.000036,-0.016246,-0.000883
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00955000,1/21/11,955,C,E,315.7,311.4,313.55,0,0.448957,0,0,1271.87,1270.724,*,0.99738,0.014931,0.000042,0,0.462491
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00955000,1/21/11,955,P,E,0.15,0.05,0.1,0,0.448957,0,2027,1271.87,1270.724,*,-0.001652,0.014931,0.000042,-0.019015,-0.00105
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00960000,1/21/11,960,C,E,310.7,306.4,308.55,0,0.448957,0,0,1271.87,1270.724,*,0.997076,0.017412,0.000049,0,0.464724
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00960000,1/21/11,960,P,E,0.4,0.05,0.225,0,0.448957,0,4303,1271.87,1270.724,*,-0.001956,0.017412,0.000049,-0.022176,-0.001244
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00965000,1/21/11,965,C,E,305.7,301.4,303.55,0,0.448957,0,0,1271.87,1270.724,*,0.996723,0.020232,0.000057,0,0.466927
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00965000,1/21/11,965,P,E,0.15,0.05,0.1,0,0.448957,0,2890,1271.87,1270.724,*,-0.002308,0.020232,0.000057,-0.02577,-0.001468
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00970000,1/21/11,970,C,E,300.7,296.4,298.55,0,0.448957,0,0,1271.87,1270.724,*,0.996317,0.023427,0.000066,0,0.469094
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00970000,1/21/11,970,P,E,0.15,0.05,0.1,0,0.448957,0,2459,1271.87,1270.724,*,-0.002715,0.023427,0.000066,-0.029842,-0.001727
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00975000,1/21/11,975,C,E,295.7,291.4,293.55,0,0.448957,0,100,1271.87,1270.724,*,0.99585,0.027032,0.000077,0,0.471223
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00975000,1/21/11,975,P,E,0.15,0.1,0.125,0,0.448957,166,20982,1271.87,1270.724,,-0.003182,0.027032,0.000077,-0.034438,-0.002025
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00980000,1/21/11,980,C,E,290.7,286.4,288.55,0,0.441058,0,20009,1271.87,1270.724,*,0.995796,0.027443,0.000079,0,0.473617
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00980000,1/21/11,980,P,E,0.15,0.1,0.125,0,0.441058,11,4003,1271.87,1270.724,,-0.003236,0.027443,0.000079,-0.03435,-0.002058
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00985000,1/21/11,985,C,E,285.7,281.4,283.55,0,0.434847,0,280,1271.87,1270.724,*,0.99564,0.028631,0.000084,0,0.475945
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00985000,1/21/11,985,P,E,1,0.05,0.525,0,0.434847,0,2137,1271.87,1270.724,*,-0.003392,0.028631,0.000084,-0.035336,-0.002157
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122C00990000,1/21/11,990,C,E,280.7,276.4,278.55,0,0.428636,0,0,1271.87,1270.724,*,0.995475,0.029875,0.000089,0,0.478268
SPX,CBOE,S&P 500 Index (SPX),1/3/11,1271.87,SPX   110122P00990000,1/21/11,990,P,E,0.2,0.1,0.15,0,0.428636,94,8357,1271.87,1270.724,*,-0.003556,0.029875,0.000089,-0.036349,-0.002261
